Id,ict-index,influence,creativity,threat,value_form,web_name,now_cost,position,team,minutes,bps,points-per-game,points-last-game,playing-chance,big_chances_created,attempted_passes,completed_passes,was_home,clean_sheets,assists,open_play_crosses,dribbles
66,36.6,140.8,98.1,126.0,0.8,March,50,MD,BHA,597,96,3.3,2,,0,17,11,False,0,0,0,1
69,5.1,11.8,15.5,24.0,0.1,Murphy,48,MD,BHA,166,25,1.5,0,,0,0,0,False,0,0,0,0
70,48.2,165.8,249.9,67.0,0.6,Gro,57,MD,BHA,587,137,5.1,1,,0,43,34,False,0,0,2,1
72,23.7,110.4,24.3,104.0,0.7,Hemed,50,ST,BHA,435,81,4.3,0,0,0,0,0,False,0,0,0,0
524,5.6,23.2,27.8,5.0,0.0,Burke,54,MD,WBA,35,16,2.5,0,75,0,0,0,True,0,0,0,0
74,5.3,53.4,0.0,0.0,0.0,Heaton,49,GK,BUR,305,48,2.0,0,0,0,0,0,False,0,0,0,0
76,20.0,150.0,44.7,3.0,1.0,Lowton,45,DF,BUR,630,127,4.0,6,,0,15,10,False,1,0,0,0
77,38.1,238.0,23.4,119.0,1.1,Mee,45,DF,BUR,630,125,3.6,7,100,0,19,12,False,1,0,0,0
78,32.1,190.8,100.1,30.0,1.6,Ward,46,DF,BUR,630,161,5.9,12,,0,26,15,False,1,1,2,0
79,27.3,243.0,4.7,23.0,1.0,Tarkowski,45,DF,BUR,630,131,3.4,6,100,0,23,18,False,1,0,0,0
82,12.1,54.2,23.7,43.0,1.0,Arfield,49,MD,BUR,361,46,3.2,2,,0,19,13,False,1,0,0,2
84,9.2,27.6,56.8,8.0,0.1,Gudmundsson,50,MD,BUR,370,36,1.7,0,,0,0,0,False,0,0,0,0
85,18.6,112.2,70.6,3.0,0.4,Defour,55,MD,BUR,591,105,2.7,2,,0,37,26,False,1,0,0,0
86,16.8,45.4,54.9,67.0,0.7,Hendrick,54,MD,BUR,340,50,4.0,9,100,0,23,16,False,1,0,0,2
87,43.6,120.2,230.1,85.0,0.7,Brady,55,MD,BUR,617,95,3.6,3,,0,25,17,False,1,0,0,2
90,25.8,174.8,56.6,26.0,0.4,Cork,45,MD,BUR,630,101,2.6,3,,0,32,24,False,1,0,0,2
91,20.8,75.2,31.2,101.0,0.1,Vokes,60,ST,BUR,302,63,3.8,0,100,0,0,0,False,0,0,0,0
92,19.7,42.8,42.2,116.0,0.6,Gray,63,ST,WAT,455,49,2.9,1,,0,3,1,False,0,0,0,0
94,12.5,123.6,0.0,0.0,0.9,Courtois,55,GK,CHE,630,130,4.3,3,,0,27,13,True,0,0,0,0
97,33.7,200.8,96.5,39.0,1.1,Azpilicueta,66,DF,CHE,630,191,5.9,2,,0,35,27,True,0,0,0,0
98,4.1,39.2,2.2,0.0,0.5,Cahill,63,DF,CHE,224,35,1.8,2,100,0,28,22,True,0,0,0,0
99,19.0,158.4,8.0,24.0,0.2,Zouma,55,DF,STK,540,104,2.5,2,100,0,13,10,True,0,0,0,0
100,42.8,199.6,103.5,125.0,0.4,Alonso,70,DF,CHE,598,138,4.6,2,,0,36,25,True,0,0,1,0
101,16.2,103.0,18.6,41.0,0.2,David Luiz,59,DF,CHE,446,104,4.2,0,0,0,0,0,True,0,0,0,0
102,20.4,64.0,61.2,78.0,0.6,Moses,65,DF,CHE,431,76,4.2,0,100,0,0,0,True,0,0,0,0
103,16.1,135.0,16.6,9.0,0.5,Rdiger,59,DF,CHE,540,120,3.7,2,,0,51,45,True,0,0,0,0
104,10.7,21.0,43.7,42.0,0.1,Hazard,105,MD,CHE,121,15,1.3,2,100,0,28,25,True,0,0,0,1
105,39.6,107.8,240.5,47.0,0.3,Fbregas,69,MD,CHE,449,107,3.0,2,100,1,59,50,True,0,0,1,1
106,36.0,84.6,160.0,116.0,0.3,Willian,69,MD,CHE,479,84,2.9,1,,0,22,18,True,0,0,0,2
107,22.0,123.2,65.5,31.0,0.8,Matic,50,MD,MUN,630,123,3.3,3,,0,79,65,True,1,0,0,2
108,19.8,58.8,71.7,67.0,0.3,Loftus-Cheek,45,MD,CRY,347,61,2.0,0,0,0,0,0,False,0,0,0,0
109,21.0,63.0,64.2,81.0,0.4,Pedro,79,MD,CHE,278,51,3.2,1,100,0,11,7,True,0,0,0,0
111,37.6,173.6,152.0,50.0,0.5,Kant,51,MD,CHE,630,153,3.4,2,,1,38,31,True,0,0,1,3
112,19.6,77.4,26.0,93.0,0.2,Chalobah,45,MD,WAT,429,37,2.4,0,0,0,0,0,False,0,0,0,0
115,19.7,197.2,0.0,0.0,0.4,Hennessey,44,GK,CRY,630,124,2.7,1,,0,24,10,False,0,0,0,0
117,2.7,17.4,0.9,9.0,0.0,Tomkins,43,DF,CRY,142,16,1.3,0,0,0,0,0,False,0,0,0,0
118,29.0,131.8,34.4,124.0,0.1,Dann,48,DF,CRY,540,83,1.2,0,,0,0,0,False,0,0,0,0
119,21.3,100.4,80.3,32.0,0.1,Ward,48,DF,CRY,540,79,0.7,0,,0,31,22,False,0,0,2,0
525,9.2,58.8,13.3,20.0,0.6,Hoedt,50,DF,SOU,270,60,3.3,0,,0,0,0,False,0,0,0,0
121,4.0,40.0,0.3,0.0,0.0,Delaney,43,DF,CRY,90,19,0.0,0,,0,36,29,False,0,0,0,1
123,17.0,66.0,55.6,48.0,0.1,Schlupp,48,DF,CRY,343,40,1.0,1,,0,15,11,False,0,0,0,1
124,18.0,70.2,69.4,39.0,0.0,van Aanholt,52,DF,CRY,398,55,0.6,0,,0,33,24,False,0,0,0,0
125,20.9,41.0,92.2,77.0,0.3,Puncheon,48,MD,CRY,534,33,1.3,2,,0,34,28,False,0,0,0,0
126,7.1,12.0,12.5,46.0,0.0,Zaha,67,MD,CRY,90,-1,2.0,0,0,0,0,0,False,0,0,0,0
533,10.9,75.2,29.8,4.0,0.7,Krychowiak,50,MD,WBA,360,70,3.0,6,,1,34,30,True,0,1,0,1
129,26.6,58.0,153.7,54.0,0.2,Cabaye,54,MD,CRY,358,62,1.4,2,100,0,45,38,False,0,0,1,0
130,6.3,14.2,25.9,23.0,0.3,Sako,49,MD,CRY,103,19,1.3,2,100,0,14,9,False,0,0,1,2
131,31.5,84.8,139.6,89.0,0.4,Townsend,57,MD,CRY,585,89,1.9,2,,0,36,28,False,0,0,1,4
132,11.7,62.6,46.2,8.0,0.4,Milivojevic,46,MD,CRY,379,63,1.5,2,,0,48,44,False,0,0,0,1
134,21.3,18.8,63.4,133.0,0.2,Benteke,76,ST,CRY,521,-11,1.5,0,0,0,0,0,False,0,0,0,0
135,16.5,155.2,10.0,0.0,0.4,Pickford,50,GK,EVE,630,124,2.9,2,100,0,32,15,True,0,0,0,0
519,7.7,47.6,28.8,1.0,0.3,Clucas,50,MD,SWA,318,47,2.0,1,,0,1,1,False,0,0,0,0
138,26.0,101.6,153.1,4.0,0.2,Baines,59,DF,EVE,630,98,1.9,1,,1,45,39,True,0,0,2,0
535,7.5,26.4,42.8,6.0,0.2,Sanches,49,MD,SWA,220,27,1.5,1,,0,67,59,False,0,0,0,2
140,8.9,80.0,2.8,6.0,0.0,Jagielka,49,DF,EVE,352,73,2.5,0,50,0,0,0,True,0,0,0,0
143,23.6,163.0,13.5,59.0,0.2,Williams,53,DF,EVE,555,98,1.9,2,,0,58,48,True,0,0,0,0
144,13.0,43.0,33.9,53.0,0.2,Holgate,44,DF,EVE,270,31,1.7,0,100,0,0,0,True,0,0,0,0
146,19.3,166.4,16.0,10.0,0.1,Keane,54,DF,EVE,540,117,2.3,2,50,0,53,43,True,0,0,0,0
151,23.1,116.6,45.2,68.0,0.5,Barry,45,MD,WBA,540,65,2.3,2,100,0,28,21,True,0,0,0,0
152,3.0,18.2,11.5,0.0,0.0,Besic,44,MD,EVE,46,10,1.0,0,,0,0,0,True,0,0,0,0
154,15.6,93.8,45.0,18.0,0.3,Schneiderlin,49,MD,EVE,509,74,1.5,2,100,0,43,38,True,0,0,0,0
155,17.7,100.8,48.2,28.0,0.4,Gueye,49,MD,EVE,604,103,1.9,2,100,0,76,65,True,0,0,1,0
156,10.2,39.4,24.7,39.0,0.6,Davies,53,MD,EVE,301,40,2.0,1,,0,11,9,True,0,0,0,2
158,4.8,10.8,19.0,19.0,0.0,Klaassen,72,MD,EVE,187,10,1.0,0,100,0,0,0,True,0,0,0,0
159,37.7,58.4,137.1,183.0,0.3,Calvert-Lewin,50,ST,EVE,447,34,2.3,1,,0,25,21,True,0,0,0,1
161,38.7,102.8,139.2,147.0,0.2,Rooney,74,ST,EVE,521,74,3.3,1,100,0,20,17,True,0,0,0,0
163,14.1,140.6,0.0,0.0,0.7,Lssl,46,GK,HUD,630,151,4.9,1,,0,37,23,True,0,0,0,0
164,28.4,236.0,21.4,26.0,0.7,Schindler,46,DF,HUD,630,175,4.6,0,100,0,32,25,True,0,0,0,0
165,12.4,96.8,21.4,7.0,0.6,Lwe,45,DF,HUD,571,132,4.6,0,,0,31,23,True,0,0,0,0
166,22.2,95.2,112.4,13.0,0.5,Smith,50,DF,HUD,596,100,3.3,0,,0,44,29,True,0,0,0,0
171,20.9,148.6,11.5,49.0,0.7,Zanka,46,DF,HUD,630,147,4.6,0,,0,34,28,True,0,0,0,0
172,50.0,200.4,218.1,81.0,0.4,Mooy,56,MD,HUD,600,146,4.0,2,100,0,26,19,True,0,0,0,0
173,13.1,23.4,42.4,66.0,0.2,van La Parra,49,MD,HUD,335,20,1.4,2,100,0,22,18,True,0,0,0,1
174,4.1,36.0,4.9,0.0,0.5,Hogg,44,MD,HUD,168,47,2.0,2,100,0,36,30,True,0,0,0,1
175,11.7,58.6,43.8,14.0,0.2,Billing,45,MD,HUD,361,49,1.8,1,,0,21,19,True,0,0,0,1
181,17.6,58.4,59.6,61.0,0.3,Kachunga,60,MD,HUD,573,56,2.9,1,,0,20,8,True,0,0,0,0
182,37.8,65.6,97.1,215.0,0.4,Ince,58,MD,HUD,630,65,2.6,2,,0,24,21,True,0,0,0,0
183,6.1,11.0,23.3,27.0,0.0,Palmer,53,MD,HUD,123,3,1.0,0,0,0,0,0,True,0,0,0,0
184,3.7,17.6,12.0,9.0,0.1,Williams,49,MD,HUD,152,24,1.3,0,0,0,0,0,True,0,0,0,0
186,4.2,22.4,14.0,6.0,0.1,Quaner,45,ST,HUD,57,21,1.8,0,0,0,0,0,True,0,0,0,0
187,18.8,62.4,61.2,64.0,0.8,Depoitre,52,ST,HUD,277,45,3.5,2,100,0,21,11,True,0,0,0,1
188,25.9,101.2,43.8,114.0,0.0,Mounie,59,ST,HUD,355,53,4.3,0,0,0,0,0,True,0,0,0,0
189,19.7,196.4,0.0,0.0,0.9,Schmeichel,50,GK,LEI,630,157,4.7,10,,0,39,12,False,1,0,0,0
191,19.1,157.4,22.5,12.0,0.7,Morgan,45,DF,LEI,630,104,2.1,6,100,0,18,12,False,1,0,0,0
192,17.1,90.8,68.2,11.0,0.6,Fuchs,49,DF,LEI,450,96,3.4,9,100,0,42,30,False,1,0,0,1
193,18.3,157.8,20.9,4.0,0.7,Simpson,45,DF,LEI,630,112,2.4,6,,0,32,20,False,1,0,0,1
196,5.8,49.6,6.2,2.0,0.2,Chilwell,44,DF,LEI,180,26,1.5,0,,0,0,0,False,0,0,0,0
198,30.6,231.0,29.0,47.0,0.8,Maguire,51,DF,LEI,630,167,4.7,6,100,0,32,21,False,1,0,0,0
199,39.8,93.8,127.7,176.0,0.2,Mahrez,85,MD,LEI,525,84,3.6,1,,0,8,4,False,0,0,0,2
200,21.1,72.0,117.1,23.0,0.4,Albrighton,55,MD,LEI,498,64,2.3,3,,0,20,12,False,1,0,1,1
201,9.8,32.0,35.3,30.0,0.7,King,45,MD,LEI,300,43,2.2,1,,0,16,11,False,0,0,0,0
203,12.7,25.2,55.7,47.0,0.5,Gray,53,MD,LEI,222,41,1.7,3,,0,28,18,False,1,0,0,2
206,17.7,116.6,26.9,35.0,0.4,Ndidi,49,MD,LEI,630,73,2.0,3,,0,43,35,False,1,0,0,1
208,2.5,22.8,0.3,2.0,0.1,Iborra,58,MD,LEI,45,12,1.0,1,100,0,20,15,False,0,0,0,0
209,56.0,200.4,76.5,282.0,0.5,Vardy,86,ST,LEI,606,158,5.4,2,75,0,14,7,False,1,0,0,0
211,28.8,116.2,56.8,116.0,0.5,Okazaki,56,ST,LEI,367,83,3.7,2,,0,26,18,False,1,0,0,1
213,14.0,140.0,0.0,0.0,0.8,Mignolet,49,GK,LIV,540,111,3.2,3,,0,15,11,False,0,0,0,0
215,13.6,81.2,12.2,43.0,0.1,Lovren,54,DF,LIV,361,60,1.8,2,100,0,97,86,False,0,0,0,0
216,28.7,102.2,127.5,57.0,0.4,Moreno,45,DF,LIV,450,113,2.8,2,100,1,55,46,False,0,0,3,0
548,18.5,66.0,13.0,106.0,1.3,Niasse,50,ST,EVE,116,42,6.5,2,,0,18,12,True,0,0,0,1
218,20.1,104.8,96.5,0.0,0.2,Gomez,45,DF,LIV,361,97,3.8,1,100,0,65,50,False,0,0,1,1
219,21.9,145.0,44.2,30.0,0.3,Matip,55,DF,LIV,630,136,2.6,3,100,1,91,83,False,0,0,0,0
220,8.6,61.0,23.4,2.0,0.2,Klavan,44,DF,LIV,270,68,3.0,0,,0,0,0,False,0,0,0,0
221,2.5,20.0,0.7,4.0,0.0,Sakho,49,DF,CRY,180,26,0.0,0,100,0,30,26,False,0,0,0,0
222,22.8,58.4,110.6,59.0,0.2,Milner,62,DF,LIV,242,67,1.8,0,100,0,0,0,False,0,0,0,0
223,20.7,61.0,118.0,28.0,0.2,Alexander-Arnold,44,DF,LIV,270,38,0.3,0,100,0,0,0,False,0,0,0,0
225,30.3,132.6,125.3,43.0,0.7,Henderson,55,MD,LIV,540,100,3.3,2,100,0,86,69,False,0,0,0,0
226,48.4,151.4,187.4,145.0,0.9,Coutinho,90,MD,LIV,246,103,8.3,10,100,0,68,56,False,0,0,1,1
227,28.0,104.0,107.1,68.0,0.4,Can,50,MD,LIV,426,92,3.0,0,100,0,0,0,False,0,0,0,0
230,41.0,130.4,76.3,205.0,0.1,Man,94,MD,LIV,362,92,4.4,2,100,0,22,19,False,0,0,0,3
232,19.5,41.6,50.2,103.0,0.2,Wijnaldum,68,MD,LIV,487,59,2.2,2,,0,38,33,False,0,0,0,1
234,72.4,205.0,131.7,387.0,0.7,Salah,92,MD,LIV,512,126,6.1,2,100,0,35,28,False,0,0,1,1
235,52.4,151.4,167.8,206.0,0.2,Firmino,85,ST,LIV,471,121,4.7,1,,0,9,6,False,0,0,0,0
236,37.3,85.8,89.2,198.0,0.3,Sturridge,80,ST,LIV,265,64,3.0,2,100,0,19,17,False,0,0,0,0
239,6.5,10.4,18.5,38.0,0.1,Solanke,48,ST,LIV,70,7,1.0,1,,0,10,7,False,0,0,0,1
240,9.4,94.8,0.0,0.0,1.2,Ederson,55,GK,MCI,585,127,4.6,8,100,0,36,28,False,1,0,0,0
242,18.3,110.2,10.0,62.0,1.2,Stones,56,DF,MCI,494,143,5.0,8,,0,82,80,False,1,0,0,0
244,10.8,60.8,8.8,38.0,0.0,Kompany,59,DF,MCI,270,45,2.7,0,0,0,0,0,False,0,0,0,0
245,27.4,180.4,18.2,75.0,1.4,Otamendi,57,DF,MCI,610,182,5.6,5,,0,83,78,False,1,0,0,0
246,8.0,56.4,8.5,15.0,0.7,Delph,45,MD,MCI,110,48,4.5,3,100,0,77,70,False,1,0,0,1
247,57.7,187.8,117.8,272.0,1.0,Sterling,80,MD,MCI,387,117,5.8,3,100,2,38,29,False,1,0,1,1
248,75.4,209.2,365.1,179.0,1.0,David Silva,85,MD,MCI,602,170,6.3,3,100,0,54,44,False,1,0,1,1
250,35.5,144.8,93.5,117.0,0.5,Fernandinho,50,MD,MCI,630,111,2.9,2,,0,68,62,False,1,0,0,1
252,74.6,214.8,408.3,122.0,0.7,De Bruyne,100,MD,MCI,605,169,5.3,11,,0,63,53,False,1,0,0,0
255,49.3,164.0,127.0,202.0,0.8,San,83,MD,MCI,316,116,5.3,3,,0,26,24,False,1,0,0,3
256,14.7,36.8,67.8,43.0,0.1,Bernardo Silva,75,MD,MCI,161,35,1.2,1,,0,15,12,False,0,0,0,0
257,80.0,289.4,187.1,323.0,0.9,Agero,115,ST,MCI,466,219,8.7,0,0,0,0,0,False,0,0,0,0
259,53.8,166.0,90.3,282.0,0.3,Jesus,106,ST,MCI,413,118,5.7,5,,0,28,21,False,1,1,0,1
260,11.4,112.6,0.0,0.0,1.3,de Gea,56,GK,MUN,630,160,6.0,6,,0,37,19,True,1,0,0,0
520,9.3,88.2,1.6,4.0,0.7,Snchez,60,DF,TOT,361,103,4.0,6,100,0,75,72,False,1,0,0,0
263,4.1,19.0,0.2,22.0,0.4,Smalling,53,DF,MUN,105,31,3.5,6,,0,68,61,True,1,0,0,0
264,16.8,154.6,4.4,9.0,1.3,Jones,52,DF,MUN,630,200,5.9,6,50,0,74,68,True,1,0,0,1
267,30.4,140.6,86.2,76.0,1.3,Valencia,66,DF,MUN,630,184,6.7,6,75,0,72,66,True,1,0,0,3
269,14.4,123.8,16.2,3.0,0.2,Fosu-Mensah,45,DF,CRY,527,91,1.3,0,0,0,0,0,False,0,0,0,0
270,14.8,52.6,80.5,15.0,0.1,Blind,55,DF,MUN,271,84,4.8,0,,0,0,0,True,0,0,0,0
271,23.2,138.2,16.6,77.0,0.6,Bailly,62,DF,MUN,540,157,6.3,0,,0,0,0,True,0,0,0,0
274,37.6,87.2,199.3,88.0,0.8,Mata,70,MD,MUN,446,114,3.7,10,100,0,36,33,True,1,0,2,0
275,34.3,162.8,37.9,142.0,1.5,Fellaini,49,MD,MUN,315,103,5.0,16,50,0,52,47,True,1,0,0,1
277,14.0,64.0,53.3,23.0,0.8,Young,49,MD,MUN,270,46,3.7,6,100,1,50,42,True,1,1,1,2
278,7.6,30.4,35.6,10.0,0.1,Herrera,52,MD,MUN,130,30,1.0,1,100,1,15,14,True,0,0,0,0
279,13.7,42.2,27.6,67.0,0.3,Lingard,59,MD,MUN,75,33,2.2,1,100,0,9,9,True,0,0,0,0
280,40.8,164.4,104.5,139.0,0.4,Martial,80,MD,MUN,138,110,5.0,4,50,1,9,9,True,0,1,0,1
281,60.7,191.8,310.8,103.0,0.6,Mkhitaryan,85,MD,MUN,553,170,6.1,3,,0,27,16,True,1,0,1,1
282,48.1,149.4,144.8,186.0,0.0,Pogba,80,MD,MUN,360,100,7.8,0,0,0,0,0,True,0,0,0,0
284,57.2,164.6,138.0,268.0,0.6,Rashford,76,ST,MUN,468,122,4.7,9,,2,18,13,True,1,2,2,3
285,91.8,295.8,164.3,457.0,0.7,Lukaku,118,ST,MUN,630,189,7.1,6,,0,21,13,True,1,0,0,0
286,12.8,128.8,0.0,0.0,0.6,Elliot,41,GK,NEW,630,120,3.7,2,,0,34,15,True,0,0,0,0
288,4.7,38.0,6.1,3.0,0.5,Yedlin,44,DF,NEW,270,28,2.0,2,100,0,22,20,True,0,0,0,0
289,23.6,146.4,22.8,66.0,0.4,Clark,45,DF,NEW,630,126,4.1,2,,0,27,19,True,0,0,0,0
290,29.3,202.6,13.8,75.0,0.8,Lascelles,47,DF,NEW,623,131,4.9,2,100,0,26,17,True,0,0,0,0
293,8.4,32.2,47.6,4.0,0.1,Gmez,40,DF,NEW,97,38,4.5,0,,0,0,0,True,0,0,0,0
295,49.2,161.4,208.8,122.0,0.8,Ritchie,60,MD,NEW,627,131,4.0,2,100,0,31,24,True,0,0,0,0
296,8.2,19.4,22.6,43.0,0.5,Shelvey,53,MD,NEW,180,20,1.5,6,100,0,38,29,True,0,1,0,0
298,5.2,19.0,12.0,20.0,0.1,Diam,48,MD,NEW,48,22,1.0,1,,0,0,0,True,0,0,0,0
300,35.0,102.4,92.6,155.0,0.8,Atsu,51,MD,NEW,571,65,3.4,2,,0,18,14,True,0,0,0,1
302,33.4,72.2,133.5,128.0,0.3,Prez,54,ST,NEW,614,32,2.3,1,,0,19,15,True,0,0,0,1
303,10.6,39.0,21.8,45.0,0.0,Mitrovic,48,ST,NEW,18,25,5.0,0,100,0,0,0,True,0,0,0,0
306,18.6,185.4,0.0,0.0,1.3,Forster,50,GK,SOU,630,150,5.7,9,,0,12,6,False,0,0,0,0
307,28.8,83.8,125.3,78.0,0.5,Bertrand,55,DF,SOU,625,123,3.6,1,,0,59,51,False,0,0,1,0
308,24.6,152.2,13.7,80.0,1.2,Yoshida,50,DF,SOU,540,141,5.8,8,,0,75,64,False,0,0,0,0
310,29.4,104.6,88.7,100.0,0.6,Cdric,50,DF,SOU,622,110,3.3,1,,0,65,54,False,0,0,2,2
311,7.3,38.6,4.8,30.0,0.1,van Dijk,54,DF,SOU,93,15,1.0,1,100,0,74,63,False,0,0,0,1
313,15.1,95.6,13.5,42.0,0.0,Stephens,48,DF,SOU,360,85,3.8,0,,0,0,0,False,0,0,0,0
316,36.4,135.8,167.8,60.0,1.0,Davis,51,MD,SOU,571,141,4.0,2,,0,28,25,False,0,0,1,0
317,15.6,23.2,81.8,53.0,0.1,Ward-Prowse,52,MD,SOU,171,26,1.3,0,,0,0,0,False,0,0,0,0
