Id,ict-index,influence,creativity,threat,value_form,web_name,now_cost,position,team,minutes,bps,points-per-game,points-last-game,playing-chance,big_chances_created,attempted_passes,completed_passes,was_home,clean_sheets,assists,open_play_crosses,dribbles
275,34.3,162.8,37.9,142.0,1.1,Fellaini,49,MD,MUN,315,103,5.0,0,0,0,0,0,False,0,0,0,0
277,23.6,94.0,94.6,48.0,0.6,Young,49,MD,MUN,450,64,2.8,1,100,0,70,56,False,0,0,3,1
278,16.6,78.0,48.2,40.0,0.4,Herrera,52,MD,MUN,310,49,1.4,2,100,0,118,108,False,0,0,0,1
279,17.9,52.0,57.8,69.0,0.2,Lingard,58,MD,MUN,192,45,2.0,2,100,0,69,61,False,0,0,0,3
280,45.2,176.2,120.1,155.0,0.3,Martial,80,MD,MUN,247,115,4.1,0,100,0,26,21,False,0,0,0,3
281,65.6,202.4,334.7,117.0,0.3,Mkhitaryan,83,MD,MUN,660,180,5.2,1,,0,36,30,False,0,0,0,0
282,48.1,149.4,144.8,186.0,0.0,Pogba,80,MD,MUN,360,100,7.8,0,0,0,0,0,False,0,0,0,0
284,64.1,200.8,143.8,295.0,0.8,Rashford,76,ST,MUN,538,151,4.6,7,100,0,14,6,False,0,0,0,2
285,100.9,324.4,186.7,497.0,0.4,Lukaku,117,ST,MUN,810,207,6.3,5,100,1,23,17,False,0,1,1,0
286,13.9,139.6,0.0,0.0,0.8,Elliot,42,GK,NEW,810,153,3.8,7,,0,33,27,True,1,0,0,0
288,9.8,69.2,25.8,3.0,0.7,Yedlin,44,DF,NEW,450,69,2.8,8,100,0,53,41,True,1,0,0,0
289,23.6,146.4,22.8,66.0,0.2,Clark,45,DF,NEW,630,126,4.1,0,,0,0,0,True,0,0,0,0
290,35.5,246.8,24.6,81.0,0.6,Lascelles,47,DF,NEW,803,166,4.6,6,100,0,46,41,True,1,0,0,0
293,8.4,32.2,47.6,4.0,0.0,Gmez,40,DF,NEW,97,38,4.5,0,,0,0,0,True,0,0,0,0
294,7.5,31.2,1.5,43.0,0.5,Lejeune,44,DF,NEW,213,36,2.3,5,100,0,55,46,True,1,0,0,0
295,60.0,184.2,252.7,163.0,0.6,Ritchie,60,MD,NEW,807,164,4.0,6,100,0,41,29,True,1,1,1,0
296,16.6,52.4,49.1,68.0,0.7,Shelvey,53,MD,NEW,360,48,1.8,3,100,0,61,45,True,1,0,0,1
298,8.3,25.2,23.7,33.0,0.1,Diam,47,MD,NEW,72,26,1.0,1,,0,8,7,True,0,0,0,1
